pg_id	work	corpus_line	verdict	score
3825	Pygmalion	13307	below-threshold	47
3825	Pygmalion	13308	below-threshold	52
3825	Pygmalion	13309	below-threshold	51
3825	Pygmalion	13310	no-shingle-match	
3825	Pygmalion	13311	no-shingle-match	
3825	Pygmalion	13312	no-shingle-match	
3825	Pygmalion	13313	no-shingle-match	
3825	Pygmalion	13314	below-threshold	52
3825	Pygmalion	13315	below-threshold	48
3825	Pygmalion	13316	below-threshold	53
3825	Pygmalion	13317	below-threshold	47
3825	Pygmalion	13318	below-threshold	73
3825	Pygmalion	13319	no-shingle-match	
3825	Pygmalion	13320	no-shingle-match	
3825	Pygmalion	13321	no-shingle-match	
3825	Pygmalion	13322	below-threshold	53
3825	Pygmalion	13323	no-shingle-match	
3825	Pygmalion	13324	no-shingle-match	
3825	Pygmalion	13325	below-threshold	51
3825	Pygmalion	13326	below-threshold	56
3825	Pygmalion	13327	below-threshold	50
3825	Pygmalion	13328	below-threshold	56
3825	Pygmalion	13329	no-shingle-match	
3825	Pygmalion	13330	no-shingle-match	
3825	Pygmalion	13331	no-shingle-match	
3825	Pygmalion	13332	no-shingle-match	
3825	Pygmalion	13333	no-shingle-match	
3825	Pygmalion	13334	no-shingle-match	
3825	Pygmalion	13335	below-threshold	48
3825	Pygmalion	13336	below-threshold	49
3825	Pygmalion	13337	below-threshold	55
3825	Pygmalion	13338	no-shingle-match	
3825	Pygmalion	13339	no-shingle-match	
3825	Pygmalion	13340	no-shingle-match	
3825	Pygmalion	13341	no-shingle-match	
3825	Pygmalion	13342	below-threshold	54
3825	Pygmalion	13343	no-shingle-match	
3825	Pygmalion	13344	no-shingle-match	
3825	Pygmalion	13345	below-threshold	52
3825	Pygmalion	13346	below-threshold	51
3825	Pygmalion	13347	below-threshold	53
3825	Pygmalion	13348	no-shingle-match	
3790	Major Barbara	13283	no-shingle-match	
3790	Major Barbara	13284	no-shingle-match	
3790	Major Barbara	13285	no-shingle-match	
3790	Major Barbara	13286	no-shingle-match	
3790	Major Barbara	13287	below-threshold	49
3790	Major Barbara	13288	below-threshold	57
3790	Major Barbara	13289	below-threshold	50
3790	Major Barbara	13290	below-threshold	54
3790	Major Barbara	13291	no-shingle-match	
3790	Major Barbara	13292	no-shingle-match	
3790	Major Barbara	13293	below-threshold	55
3790	Major Barbara	13294	no-shingle-match	
3790	Major Barbara	13295	below-threshold	48
3790	Major Barbara	13296	no-shingle-match	
3790	Major Barbara	13297	no-shingle-match	
3790	Major Barbara	13298	no-shingle-match	
3790	Major Barbara	13299	below-threshold	51
3790	Major Barbara	13300	no-shingle-match	
3790	Major Barbara	13301	below-threshold	50
3790	Major Barbara	13302	below-threshold	50
3790	Major Barbara	13303	below-threshold	61
3790	Major Barbara	13304	no-shingle-match	
3790	Major Barbara	13305	below-threshold	51
3790	Major Barbara	13306	below-threshold	56
3790	Major Barbara	13307	below-threshold	52
3790	Major Barbara	13308	below-threshold	48
3790	Major Barbara	13309	below-threshold	51
3790	Major Barbara	13310	no-shingle-match	
3790	Major Barbara	13311	below-threshold	48
3790	Major Barbara	13312	no-shingle-match	
3790	Major Barbara	13313	no-shingle-match	
3790	Major Barbara	13314	below-threshold	52
3790	Major Barbara	13315	below-threshold	52
3790	Major Barbara	13316	no-shingle-match	
3790	Major Barbara	13317	below-threshold	47
3790	Major Barbara	13318	below-threshold	48
3790	Major Barbara	13319	below-threshold	48
3790	Major Barbara	13320	no-shingle-match	
3790	Major Barbara	13321	below-threshold	57
3790	Major Barbara	13322	below-threshold	50
3790	Major Barbara	13323	no-shingle-match	
3790	Major Barbara	13324	no-shingle-match	
3790	Major Barbara	13325	no-shingle-match	
3790	Major Barbara	13326	below-threshold	52
3790	Major Barbara	13327	below-threshold	48
3790	Major Barbara	13328	no-shingle-match	
3790	Major Barbara	13329	no-shingle-match	
3790	Major Barbara	13330	no-shingle-match	
3790	Major Barbara	13331	below-threshold	46
3790	Major Barbara	13332	below-threshold	50
3790	Major Barbara	13333	no-shingle-match	
3790	Major Barbara	13334	below-threshold	53
3790	Major Barbara	13335	no-shingle-match	
3790	Major Barbara	13336	below-threshold	52
3790	Major Barbara	13337	below-threshold	60
3790	Major Barbara	13338	below-threshold	52
3790	Major Barbara	13339	no-shingle-match	
3790	Major Barbara	13340	below-threshold	48
3790	Major Barbara	13341	no-shingle-match	
3790	Major Barbara	13342	below-threshold	51
3790	Major Barbara	13343	no-shingle-match	
3790	Major Barbara	13344	no-shingle-match	
3790	Major Barbara	13345	below-threshold	50
3790	Major Barbara	13346	located	100
3790	Major Barbara	13347	no-shingle-match	
3790	Major Barbara	13348	below-threshold	54
652	Rasselas, Prince of Abyssinia	33072	no-shingle-match	
652	Rasselas, Prince of Abyssinia	33073	no-shingle-match	
652	Rasselas, Prince of Abyssinia	33074	no-shingle-match	
652	Rasselas, Prince of Abyssinia	33075	no-shingle-match	
652	Rasselas, Prince of Abyssinia	33076	no-shingle-match	
652	Rasselas, Prince of Abyssinia	33077	no-shingle-match	
652	Rasselas, Prince of Abyssinia	33078	no-shingle-match	
652	Rasselas, Prince of Abyssinia	33079	no-shingle-match	
652	Rasselas, Prince of Abyssinia	33080	below-threshold	48
652	Rasselas, Prince of Abyssinia	33081	below-threshold	46
652	Rasselas, Prince of Abyssinia	33082	no-shingle-match	
652	Rasselas, Prince of Abyssinia	33083	no-shingle-match	
652	Rasselas, Prince of Abyssinia	33084	no-shingle-match	
652	Rasselas, Prince of Abyssinia	33085	no-shingle-match	
652	Rasselas, Prince of Abyssinia	33086	no-shingle-match	
652	Rasselas, Prince of Abyssinia	33087	no-shingle-match	
652	Rasselas, Prince of Abyssinia	33088	no-shingle-match	
652	Rasselas, Prince of Abyssinia	33089	no-shingle-match	
652	Rasselas, Prince of Abyssinia	33090	no-shingle-match	
652	Rasselas, Prince of Abyssinia	33091	no-shingle-match	
652	Rasselas, Prince of Abyssinia	33092	no-shingle-match	
652	Rasselas, Prince of Abyssinia	33093	no-shingle-match	
652	Rasselas, Prince of Abyssinia	33094	no-shingle-match	
652	Rasselas, Prince of Abyssinia	33095	no-shingle-match	
652	Rasselas, Prince of Abyssinia	33096	no-shingle-match	
652	Rasselas, Prince of Abyssinia	33097	no-shingle-match	
652	Rasselas, Prince of Abyssinia	33098	no-shingle-match	
652	Rasselas, Prince of Abyssinia	33099	no-shingle-match	
652	Rasselas, Prince of Abyssinia	33100	no-shingle-match	
652	Rasselas, Prince of Abyssinia	33101	no-shingle-match	
652	Rasselas, Prince of Abyssinia	33102	no-shingle-match	
652	Rasselas, Prince of Abyssinia	33103	no-shingle-match	
652	Rasselas, Prince of Abyssinia	33104	no-shingle-match	
652	Rasselas, Prince of Abyssinia	33105	no-shingle-match	
652	Rasselas, Prince of Abyssinia	33106	no-shingle-match	
652	Rasselas, Prince of Abyssinia	33107	no-shingle-match	
652	Rasselas, Prince of Abyssinia	33108	no-shingle-match	
652	Rasselas, Prince of Abyssinia	33109	no-shingle-match	
652	Rasselas, Prince of Abyssinia	33110	no-shingle-match	
652	Rasselas, Prince of Abyssinia	33111	no-shingle-match	
652	Rasselas, Prince of Abyssinia	33112	below-threshold	53
652	Rasselas, Prince of Abyssinia	33113	no-shingle-match	
652	Rasselas, Prince of Abyssinia	33114	no-shingle-match	
652	Rasselas, Prince of Abyssinia	33115	no-shingle-match	
652	Rasselas, Prince of Abyssinia	33116	no-shingle-match	
652	Rasselas, Prince of Abyssinia	33117	no-shingle-match	
652	Rasselas, Prince of Abyssinia	33118	no-shingle-match	
652	Rasselas, Prince of Abyssinia	33119	no-shingle-match	
652	Rasselas, Prince of Abyssinia	33120	no-shingle-match	
652	Rasselas, Prince of Abyssinia	33121	no-shingle-match	
652	Rasselas, Prince of Abyssinia	33122	no-shingle-match	
652	Rasselas, Prince of Abyssinia	33123	below-threshold	56
652	Rasselas, Prince of Abyssinia	33124	no-shingle-match	
652	Rasselas, Prince of Abyssinia	33125	no-shingle-match	
652	Rasselas, Prince of Abyssinia	33126	no-shingle-match	
652	Rasselas, Prince of Abyssinia	33127	no-shingle-match	
652	Rasselas, Prince of Abyssinia	33128	no-shingle-match	
652	Rasselas, Prince of Abyssinia	33129	no-shingle-match	
652	Rasselas, Prince of Abyssinia	33130	no-shingle-match	
652	Rasselas, Prince of Abyssinia	33131	no-shingle-match	
652	Rasselas, Prince of Abyssinia	33132	no-shingle-match	
652	Rasselas, Prince of Abyssinia	33133	no-shingle-match	
652	Rasselas, Prince of Abyssinia	33134	no-shingle-match	
652	Rasselas, Prince of Abyssinia	33135	no-shingle-match	
652	Rasselas, Prince of Abyssinia	33136	no-shingle-match	
174	The Picture of Dorian Gray	29079	below-threshold	50
174	The Picture of Dorian Gray	29080	below-threshold	55
174	The Picture of Dorian Gray	29081	below-threshold	52
174	The Picture of Dorian Gray	29082	below-threshold	52
174	The Picture of Dorian Gray	29083	below-threshold	63
174	The Picture of Dorian Gray	29084	below-threshold	55
174	The Picture of Dorian Gray	29085	no-shingle-match	
174	The Picture of Dorian Gray	29086	below-threshold	53
174	The Picture of Dorian Gray	29087	below-threshold	63
174	The Picture of Dorian Gray	29088	below-threshold	51
174	The Picture of Dorian Gray	29089	below-threshold	51
174	The Picture of Dorian Gray	29090	below-threshold	53
174	The Picture of Dorian Gray	29091	below-threshold	54
174	The Picture of Dorian Gray	29092	located	100
174	The Picture of Dorian Gray	29093	below-threshold	57
174	The Picture of Dorian Gray	29094	below-threshold	64
174	The Picture of Dorian Gray	29095	no-shingle-match	
174	The Picture of Dorian Gray	29096	below-threshold	54
174	The Picture of Dorian Gray	29097	below-threshold	51
174	The Picture of Dorian Gray	29098	below-threshold	56
174	The Picture of Dorian Gray	29099	below-threshold	56
174	The Picture of Dorian Gray	29100	no-shingle-match	
174	The Picture of Dorian Gray	29101	no-shingle-match	
174	The Picture of Dorian Gray	29102	no-shingle-match	
174	The Picture of Dorian Gray	29103	below-threshold	56
174	The Picture of Dorian Gray	29104	below-threshold	53
174	The Picture of Dorian Gray	29105	located	100
174	The Picture of Dorian Gray	29106	below-threshold	54
174	The Picture of Dorian Gray	29107	located	100
174	The Picture of Dorian Gray	29108	located	100
174	The Picture of Dorian Gray	29109	no-shingle-match	
174	The Picture of Dorian Gray	29110	below-threshold	54
174	The Picture of Dorian Gray	29111	located	100
174	The Picture of Dorian Gray	29112	below-threshold	60
174	The Picture of Dorian Gray	29113	below-threshold	78
174	The Picture of Dorian Gray	29114	below-threshold	60
174	The Picture of Dorian Gray	29115	located	100
174	The Picture of Dorian Gray	29116	below-threshold	69
174	The Picture of Dorian Gray	29117	below-threshold	69
174	The Picture of Dorian Gray	29118	below-threshold	80
174	The Picture of Dorian Gray	29119	below-threshold	52
174	The Picture of Dorian Gray	29120	located	97
174	The Picture of Dorian Gray	29121	below-threshold	53
174	The Picture of Dorian Gray	29122	located	100
174	The Picture of Dorian Gray	29123	below-threshold	55
174	The Picture of Dorian Gray	29124	below-threshold	56
174	The Picture of Dorian Gray	29125	below-threshold	53
174	The Picture of Dorian Gray	29126	below-threshold	80
174	The Picture of Dorian Gray	29127	below-threshold	52
174	The Picture of Dorian Gray	29128	located	100
174	The Picture of Dorian Gray	29129	below-threshold	49
174	The Picture of Dorian Gray	29130	below-threshold	81
174	The Picture of Dorian Gray	29131	located	100
174	The Picture of Dorian Gray	29132	no-shingle-match	
174	The Picture of Dorian Gray	29133	below-threshold	50
174	The Picture of Dorian Gray	29134	below-threshold	52
174	The Picture of Dorian Gray	29135	below-threshold	48
790	Lady Windermere's Fan	29079	below-threshold	50
790	Lady Windermere's Fan	29080	below-threshold	56
790	Lady Windermere's Fan	29081	below-threshold	55
790	Lady Windermere's Fan	29082	below-threshold	51
790	Lady Windermere's Fan	29083	no-shingle-match	
790	Lady Windermere's Fan	29084	no-shingle-match	
790	Lady Windermere's Fan	29085	no-shingle-match	
790	Lady Windermere's Fan	29086	below-threshold	52
790	Lady Windermere's Fan	29087	below-threshold	58
790	Lady Windermere's Fan	29088	below-threshold	50
790	Lady Windermere's Fan	29089	below-threshold	51
790	Lady Windermere's Fan	29090	below-threshold	51
790	Lady Windermere's Fan	29091	below-threshold	55
790	Lady Windermere's Fan	29092	below-threshold	51
790	Lady Windermere's Fan	29093	below-threshold	52
790	Lady Windermere's Fan	29094	below-threshold	58
790	Lady Windermere's Fan	29095	no-shingle-match	
790	Lady Windermere's Fan	29096	below-threshold	53
790	Lady Windermere's Fan	29097	located	100
790	Lady Windermere's Fan	29098	below-threshold	53
790	Lady Windermere's Fan	29099	no-shingle-match	
790	Lady Windermere's Fan	29100	no-shingle-match	
790	Lady Windermere's Fan	29101	no-shingle-match	
790	Lady Windermere's Fan	29102	no-shingle-match	
790	Lady Windermere's Fan	29103	no-shingle-match	
790	Lady Windermere's Fan	29104	below-threshold	51
790	Lady Windermere's Fan	29105	below-threshold	50
790	Lady Windermere's Fan	29106	no-shingle-match	
790	Lady Windermere's Fan	29107	no-shingle-match	
790	Lady Windermere's Fan	29108	no-shingle-match	
790	Lady Windermere's Fan	29109	below-threshold	53
790	Lady Windermere's Fan	29110	below-threshold	54
790	Lady Windermere's Fan	29111	no-shingle-match	
790	Lady Windermere's Fan	29112	below-threshold	55
790	Lady Windermere's Fan	29113	below-threshold	85
790	Lady Windermere's Fan	29114	located	100
790	Lady Windermere's Fan	29115	no-shingle-match	
790	Lady Windermere's Fan	29116	no-shingle-match	
790	Lady Windermere's Fan	29117	located	98
790	Lady Windermere's Fan	29118	below-threshold	48
790	Lady Windermere's Fan	29119	no-shingle-match	
790	Lady Windermere's Fan	29120	below-threshold	52
790	Lady Windermere's Fan	29121	no-shingle-match	
790	Lady Windermere's Fan	29122	below-threshold	61
790	Lady Windermere's Fan	29123	below-threshold	50
790	Lady Windermere's Fan	29124	located	100
790	Lady Windermere's Fan	29125	below-threshold	57
790	Lady Windermere's Fan	29126	below-threshold	55
790	Lady Windermere's Fan	29127	no-shingle-match	
790	Lady Windermere's Fan	29128	no-shingle-match	
790	Lady Windermere's Fan	29129	below-threshold	49
790	Lady Windermere's Fan	29130	no-shingle-match	
790	Lady Windermere's Fan	29131	no-shingle-match	
790	Lady Windermere's Fan	29132	no-shingle-match	
790	Lady Windermere's Fan	29133	no-shingle-match	
790	Lady Windermere's Fan	29134	below-threshold	49
790	Lady Windermere's Fan	29135	below-threshold	48
887	Intentions	29079	below-threshold	51
887	Intentions	29080	below-threshold	56
887	Intentions	29081	below-threshold	56
887	Intentions	29082	located	100
887	Intentions	29083	no-shingle-match	
887	Intentions	29084	below-threshold	51
887	Intentions	29085	below-threshold	60
887	Intentions	29086	located	100
887	Intentions	29087	below-threshold	55
887	Intentions	29088	located	100
887	Intentions	29089	below-threshold	50
887	Intentions	29090	below-threshold	58
887	Intentions	29091	no-shingle-match	
887	Intentions	29092	below-threshold	51
887	Intentions	29093	below-threshold	53
887	Intentions	29094	below-threshold	67
887	Intentions	29095	no-shingle-match	
887	Intentions	29096	located	100
887	Intentions	29097	below-threshold	48
887	Intentions	29098	below-threshold	53
887	Intentions	29099	no-shingle-match	
887	Intentions	29100	no-shingle-match	
887	Intentions	29101	no-shingle-match	
887	Intentions	29102	no-shingle-match	
887	Intentions	29103	below-threshold	50
887	Intentions	29104	below-threshold	52
887	Intentions	29105	below-threshold	54
887	Intentions	29106	below-threshold	50
887	Intentions	29107	below-threshold	51
887	Intentions	29108	below-threshold	70
887	Intentions	29109	located	92
887	Intentions	29110	located	100
887	Intentions	29111	no-shingle-match	
887	Intentions	29112	below-threshold	60
887	Intentions	29113	below-threshold	52
887	Intentions	29114	no-shingle-match	
887	Intentions	29115	below-threshold	57
887	Intentions	29116	no-shingle-match	
887	Intentions	29117	no-shingle-match	
887	Intentions	29118	below-threshold	53
887	Intentions	29119	below-threshold	50
887	Intentions	29120	below-threshold	51
887	Intentions	29121	below-threshold	52
887	Intentions	29122	below-threshold	61
887	Intentions	29123	located	99
887	Intentions	29124	below-threshold	56
887	Intentions	29125	located	100
887	Intentions	29126	below-threshold	57
887	Intentions	29127	below-threshold	48
887	Intentions	29128	below-threshold	61
887	Intentions	29129	below-threshold	49
887	Intentions	29130	no-shingle-match	
887	Intentions	29131	below-threshold	49
887	Intentions	29132	no-shingle-match	
887	Intentions	29133	below-threshold	48
887	Intentions	29134	below-threshold	51
887	Intentions	29135	located	100
854	A Woman of No Importance	29079	no-shingle-match	
854	A Woman of No Importance	29080	below-threshold	56
854	A Woman of No Importance	29081	below-threshold	53
854	A Woman of No Importance	29082	below-threshold	52
854	A Woman of No Importance	29083	below-threshold	51
854	A Woman of No Importance	29084	below-threshold	54
854	A Woman of No Importance	29085	no-shingle-match	
854	A Woman of No Importance	29086	below-threshold	52
854	A Woman of No Importance	29087	located	100
854	A Woman of No Importance	29088	below-threshold	53
854	A Woman of No Importance	29089	located	92
854	A Woman of No Importance	29090	below-threshold	54
854	A Woman of No Importance	29091	no-shingle-match	
854	A Woman of No Importance	29092	below-threshold	50
854	A Woman of No Importance	29093	below-threshold	57
854	A Woman of No Importance	29094	below-threshold	62
854	A Woman of No Importance	29095	no-shingle-match	
854	A Woman of No Importance	29096	below-threshold	53
854	A Woman of No Importance	29097	below-threshold	47
854	A Woman of No Importance	29098	below-threshold	72
854	A Woman of No Importance	29099	no-shingle-match	
854	A Woman of No Importance	29100	no-shingle-match	
854	A Woman of No Importance	29101	no-shingle-match	
854	A Woman of No Importance	29102	no-shingle-match	
854	A Woman of No Importance	29103	no-shingle-match	
854	A Woman of No Importance	29104	located	100
854	A Woman of No Importance	29105	below-threshold	50
854	A Woman of No Importance	29106	below-threshold	54
854	A Woman of No Importance	29107	no-shingle-match	
854	A Woman of No Importance	29108	no-shingle-match	
854	A Woman of No Importance	29109	below-threshold	52
854	A Woman of No Importance	29110	below-threshold	53
854	A Woman of No Importance	29111	below-threshold	58
854	A Woman of No Importance	29112	below-threshold	62
854	A Woman of No Importance	29113	below-threshold	53
854	A Woman of No Importance	29114	below-threshold	52
854	A Woman of No Importance	29115	no-shingle-match	
854	A Woman of No Importance	29116	below-threshold	71
854	A Woman of No Importance	29117	no-shingle-match	
854	A Woman of No Importance	29118	below-threshold	52
854	A Woman of No Importance	29119	below-threshold	50
854	A Woman of No Importance	29120	below-threshold	89
854	A Woman of No Importance	29121	located	98
854	A Woman of No Importance	29122	below-threshold	59
854	A Woman of No Importance	29123	below-threshold	50
854	A Woman of No Importance	29124	below-threshold	59
854	A Woman of No Importance	29125	below-threshold	58
854	A Woman of No Importance	29126	below-threshold	62
854	A Woman of No Importance	29127	below-threshold	49
854	A Woman of No Importance	29128	located	100
854	A Woman of No Importance	29129	below-threshold	88
854	A Woman of No Importance	29130	located	99
854	A Woman of No Importance	29131	no-shingle-match	
854	A Woman of No Importance	29132	no-shingle-match	
854	A Woman of No Importance	29133	located	99
854	A Woman of No Importance	29134	below-threshold	51
854	A Woman of No Importance	29135	below-threshold	46
102	Pudd'nhead Wilson	25756	no-shingle-match	
102	Pudd'nhead Wilson	25757	below-threshold	58
102	Pudd'nhead Wilson	25758	no-shingle-match	
102	Pudd'nhead Wilson	25759	below-threshold	55
102	Pudd'nhead Wilson	25760	below-threshold	51
102	Pudd'nhead Wilson	25761	no-shingle-match	
102	Pudd'nhead Wilson	25762	no-shingle-match	
102	Pudd'nhead Wilson	25763	below-threshold	52
102	Pudd'nhead Wilson	25764	below-threshold	57
102	Pudd'nhead Wilson	25765	no-shingle-match	
