author	pg_id	title	gitenberg_repo	status	reason	bytes	sha256	text_file
Graham, Harry	34790	Perverted Proverbs: A Manual of Immorals for the Many	Perverted-Proverbs-A-Manual-of-Immorals-for-the-Many_34790	unavailable				
Haliburton, Thomas Chandler	5817	The Clockmaker — or, the Sayings and Doings of Samuel Slick, of Slickville	The-Clockmaker-or-the-Sayings-and-Doings-of-Samuel-Slick-of-Slickville_5817	fetched		395692	4d837c7af64e880e1987417cc23ce521eac2f1a7b3c036d7b0c1b86c81dc1b86	5817.txt
Haliburton, Thomas Chandler	9196	The Clockmaker; Or, the Sayings and Doings of Samuel Slick, of Slickville	The-Clockmaker-Or-the-Sayings-and-Doings-of-Samuel-Slick-of-Slickville_9196	fetched		405123	534da42441bce08da650271b68e8e954576517cc08d14dcbff0fc6bd1d1a82fd	9196.txt
Harris, Joel Chandler	2306	Uncle Remus, His Songs and His Sayings	Uncle-Remus-His-Songs-and-His-Sayings_2306	fetched		301509	ac5a662cbfb02653ae7c5c34ed84db9485879703cfc89282d520c3a4a2c953b5	2306.txt
Harris, Joel Chandler	21605	Uncle Remus, his songs and his sayings	Uncle-Remus-his-songs-and-his-sayings_21605	unavailable				
Hawkins, N. (Nehemiah)	53139	Maxims and Instructions for the Boiler Room	Maxims-and-Instructions-for-the-Boiler-Room_53139	unavailable				
Hearn, Lafcadio	44866	"Gombo Zhèbes." Little Dictionary of Creole Proverbs	Gombo-Zhebes-Little-Dictionary-of-Creole-Proverbs_44866	unavailable				
Hislop, Alexander	26150	The Proverbs of Scotland	The-Proverbs-of-Scotland_26150	fetched		475651	1ecfd7dc37490f14f7c64350f4530d3a3f3702a37273150356c8423a55f4570d	26150-8.txt
Holmes, Oliver Wendell	3493	Widger's Quotations from the Project Gutenberg Editions of the Works of Oliver W. Holmes, Sr.	Widger-s-Quotations-from-the-Project-Gutenberg-Editions-of-the-Works-of-Oliver-W-Holmes-Sr_3493	excluded	derivative excerpt collection - does not name the original work			
Horton, Robert F. (Robert Forman)	42189	The Expositor's Bible: The Book of Proverbs	The-Expositor-s-Bible-The-Book-of-Proverbs_42189	unavailable				
Howells, William Dean	3483	Widger's Quotations from the Project Gutenberg Editions of the Works of William Dean Howells	Widger-s-Quotations-from-the-Project-Gutenberg-Editions-of-the-Works-of-William-Dean-Howells_3483	excluded	derivative excerpt collection - does not name the original work			
Huxley, Thomas Henry	35584	Aphorisms and Reflections from the works of T. H. Huxley	Aphorisms-and-Reflections-from-the-works-of-T-H-Huxley_35584	unavailable				
Huxley, Thomas Henry	38097	Aphorisms and Reflections from the Works of T. H. Huxley	Aphorisms-and-Reflections-from-the-Works-of-T-H-Huxley_38097	unavailable				
Kelly, Walter K. (Walter Keating)	63190	Proverbs of All Nations, Compared, Explained, and Illustrated	Proverbs-of-All-Nations-Compared-Explained-and-Illustrated_63190	fetched		326136	a5c2856ff98fce722446b1935989c1cc44fc65bcd63ab1f68977239569e73e54	63190-0.txt
La Rochefoucauld, François duc de	9105	Reflections; or Sentences and Moral Maxims	Reflections-or-Sentences-and-Moral-Maxims_9105	unavailable				
Lincoln, Abraham	3626	Widger's Quotations from the Project Gutenberg Editions of the Works of Abraham Lincoln	Widger-s-Quotations-from-the-Project-Gutenberg-Editions-of-the-Works-of-Abraham-Lincoln_3626	excluded	derivative excerpt collection - does not name the original work			
Lincoln, Abraham	39204	The Lincoln Year Book: Axioms and Aphorisms from the Great Emancipator	The-Lincoln-Year-Book-Axioms-and-Aphorisms-from-the-Great-Emancipator_39204	unavailable				
Mason, John	13274	A Little Catechism; With Little Verses and Little Sayings for Little Children	A-Little-Catechism-With-Little-Verses-and-Little-Sayings-for-Little-Children_13274	unavailable				
Maupassant, Guy de	3603	Widger's Quotations from the Project Gutenberg Editions of the Works of Guy de Maupassant	Widger-s-Quotations-from-the-Project-Gutenberg-Editions-of-the-Works-of-Guy-de-Maupassant_3603	excluded	derivative excerpt collection - does not name the original work			
Meredith, George	4904	Quotations from the Project Gutenberg Editions of the Collected Works of George Meredith	Quotations-from-the-Project-Gutenberg-Editions-of-the-Collected-Works-of-George-Meredith_4904	excluded	derivative excerpt collection - does not name the original work			
Montaigne, Michel de	3661	Widger's Quotations from the Project Gutenberg Editions of the Works of Montaigne	Widger-s-Quotations-from-the-Project-Gutenberg-Editions-of-the-Works-of-Montaigne_3661	excluded	derivative excerpt collection - does not name the original work			
Motley, John Lothrop	5133	Quotations from John L. Motley Works	Quotations-from-John-L-Motley-Works_5133	excluded	derivative excerpt collection - does not name the original work			
Napoleon I, Emperor of the French	50750	The Officer's Manual: Napoleon's Maxims of War	The-Officer-s-Manual-Napoleon-s-Maxims-of-War_50750	fetched		178260	8a54014673a5c2c642b4a0f27f8535154e56459d0e69e5907d2ce55db5f09efd	50750-0.txt
Nietzsche, Friedrich Wilhelm	25012	The Case of Wagner, Nietzsche Contra Wagner, and Selected Aphorisms.	The-Case-of-Wagner-Nietzsche-Contra-Wagner-and-Selected-Aphorisms_25012	unavailable				
Paine, Albert Bigelow	3643	Widger's Quotations from the Project Gutenberg Editions of Paine's Writings on Mark Twain	Widger-s-Quotations-from-the-Project-Gutenberg-Editions-of-Paine-s-Writings-on-Mark-Twain_3643	excluded	derivative excerpt collection - does not name the original work			
Parker, Gilbert	6590	Quotations from the PG Collected Works of Gilbert Parker	Quotations-from-the-PG-Collected-Works-of-Gilbert-Parker_6590	excluded	derivative excerpt collection - does not name the original work			
Penn, Richard	36821	Maxims and Hints on Angling, Chess, Shooting, and Other Matters	Maxims-and-Hints-on-Angling-Chess-Shooting-and-Other-Matters_36821	unavailable				
Pepys, Samuel	4202	Quotations from Diary of Samuel Pepys	Quotations-from-Diary-of-Samuel-Pepys_4202	excluded	derivative excerpt collection - does not name the original work			
Rousseau, Jean-Jacques	3749	Widger's Quotations from Project Gutenberg Edition of The Confessions of Jean Jacques Rousseau	Widger-s-Quotations-from-Project-Gutenberg-Edition-of-The-Confessions-of-Jean-Jacques-Rousseau_3749	excluded	derivative excerpt collection - does not name the original work			
Rowland, Helen	52365	The Sayings of Mrs. Solomon	The-Sayings-of-Mrs-Solomon_52365	unavailable				
Schopenhauer, Arthur	10715	The Essays of Arthur Schopenhauer; Counsels and Maxims	The-Essays-of-Arthur-Schopenhauer-Counsels-and-Maxims_10715	unavailable				
Shaw, Bernard	26107	Maxims for Revolutionists	Maxims-for-Revolutionists_26107	fetched		41783	f387480edaac6c8dccc796c65d0d417b7ba87a7ebbfdf31e824fea7d9b48bafe	26107-8.txt
Stampoy, Pappity	7018	A Collection of Scotch Proverbs	A-Collection-of-Scotch-Proverbs_7018	fetched		67001	e64456b89762134cd705d2f02a2a36dc0955c501d685d20f5c92bc3abb590e59	7018.txt
Trench, Richard Chenevix	56504	Proverbs and Their Lessons	Proverbs-and-Their-Lessons_56504	unavailable				
Twain, Mark	3432	Quotations from the Project Gutenberg Editions of the Works of Mark Twain	Quotations-from-the-Project-Gutenberg-Editions-of-the-Works-of-Mark-Twain_3432	excluded	derivative excerpt collection - does not name the original work			
V. Payen-Payne, de (Vinchelés Payen-Payne)	48130	French Idioms and Proverbs	French-Idioms-and-Proverbs_48130	unavailable				
Various	3729	Widger's Quotations from Project Gutenberg Edition of Memoirs of Napoleon	Widger-s-Quotations-from-Project-Gutenberg-Edition-of-Memoirs-of-Napoleon_3729	excluded	derivative excerpt collection - does not name the original work			
Various	3730	Widger's Quotations from the Project Gutenberg Editions of the Court Memoirs of France	Widger-s-Quotations-from-the-Project-Gutenberg-Editions-of-the-Court-Memoirs-of-France_3730	excluded	derivative excerpt collection - does not name the original work			
Warner, Charles Dudley	3471	Quotations from the Project Gutenberg Editions of the Works of Charles Dudley Warner	Quotations-from-the-Project-Gutenberg-Editions-of-the-Works-of-Charles-Dudley-Warner_3471	excluded	derivative excerpt collection - does not name the original work			
Wellington, Arthur Wellesley, Duke of	15254	Maxims and Opinions of Field-Marshal His Grace the Duke of Wellington, Selected From His Writings and Speeches During a Public Life of More Than Half a Century	Maxims-and-Opinions-of-Field-Marshal-His-Grace-the-Duke-of-Wellington-Selected-From-His-Writings-and-Speeches-During-a-Public-Life-of-More-Than-Half-a-Century_15254	unavailable				
Wilde, Oscar	33979	Miscellaneous Aphorisms; The Soul of Man	Miscellaneous-Aphorisms-The-Soul-of-Man_33979	unavailable				
Wood, James, Rev.	48105	Dictionary of Quotations from Ancient and Modern, English and Foreign Sources	Dictionary-of-Quotations-from-Ancient-and-Modern-English-and-Foreign-Sources_48105	fetched		4069143	10b53e5784c1eebfc62c9e5250c19204ac582867ab568c3436f620def8894a6d	48105-0.txt
