pg_id	work	corpus_line	verdict	score
2880	A Blot in the 'Scutcheon	31636	no-shingle-match	
2880	A Blot in the 'Scutcheon	31637	no-shingle-match	
2880	A Blot in the 'Scutcheon	31638	no-shingle-match	
2880	A Blot in the 'Scutcheon	31639	no-shingle-match	
2880	A Blot in the 'Scutcheon	31640	no-shingle-match	
34135	A Book-Lover's Holidays in the Open	35902	below-threshold	60
34135	A Book-Lover's Holidays in the Open	35903	below-threshold	57
34135	A Book-Lover's Holidays in the Open	35904	no-shingle-match	
34135	A Book-Lover's Holidays in the Open	35905	below-threshold	50
34135	A Book-Lover's Holidays in the Open	35906	no-shingle-match	
34135	A Book-Lover's Holidays in the Open	35907	no-shingle-match	
34135	A Book-Lover's Holidays in the Open	35908	no-shingle-match	
34135	A Book-Lover's Holidays in the Open	35909	below-threshold	49
34135	A Book-Lover's Holidays in the Open	35910	no-shingle-match	
34135	A Book-Lover's Holidays in the Open	35911	below-threshold	55
34135	A Book-Lover's Holidays in the Open	35912	below-threshold	50
34135	A Book-Lover's Holidays in the Open	35913	no-shingle-match	
34135	A Book-Lover's Holidays in the Open	35914	no-shingle-match	
34135	A Book-Lover's Holidays in the Open	35915	below-threshold	61
34135	A Book-Lover's Holidays in the Open	35916	below-threshold	52
34135	A Book-Lover's Holidays in the Open	35917	below-threshold	49
34135	A Book-Lover's Holidays in the Open	35918	below-threshold	49
34135	A Book-Lover's Holidays in the Open	35919	below-threshold	47
34135	A Book-Lover's Holidays in the Open	35920	below-threshold	50
34135	A Book-Lover's Holidays in the Open	35921	no-shingle-match	
34135	A Book-Lover's Holidays in the Open	35922	below-threshold	50
34135	A Book-Lover's Holidays in the Open	35923	below-threshold	53
34135	A Book-Lover's Holidays in the Open	35924	below-threshold	58
34135	A Book-Lover's Holidays in the Open	35925	no-shingle-match	
34135	A Book-Lover's Holidays in the Open	35926	below-threshold	50
34135	A Book-Lover's Holidays in the Open	35927	below-threshold	51
34135	A Book-Lover's Holidays in the Open	35928	below-threshold	54
34135	A Book-Lover's Holidays in the Open	35929	no-shingle-match	
27660	A Book Without a Title	13586	no-shingle-match	
27660	A Book Without a Title	13587	no-shingle-match	
27660	A Book Without a Title	13588	no-shingle-match	
27660	A Book Without a Title	13589	no-shingle-match	
27660	A Book Without a Title	13590	no-shingle-match	
27660	A Book Without a Title	13591	no-shingle-match	
27660	A Book Without a Title	13592	no-shingle-match	
27660	A Book Without a Title	13593	no-shingle-match	
27660	A Book Without a Title	13594	no-shingle-match	
27660	A Book Without a Title	13595	no-shingle-match	
27660	A Book Without a Title	13596	no-shingle-match	
27660	A Book Without a Title	13597	no-shingle-match	
27660	A Book Without a Title	13598	no-shingle-match	
27660	A Book Without a Title	13599	below-threshold	46
27660	A Book Without a Title	13600	no-shingle-match	
27660	A Book Without a Title	13601	no-shingle-match	
27660	A Book Without a Title	13602	no-shingle-match	
27660	A Book Without a Title	13603	no-shingle-match	
27660	A Book Without a Title	13604	no-shingle-match	
27660	A Book Without a Title	13605	no-shingle-match	
27660	A Book Without a Title	13606	no-shingle-match	
27660	A Book Without a Title	13607	below-threshold	51
27660	A Book Without a Title	13608	no-shingle-match	
27660	A Book Without a Title	13609	below-threshold	51
27660	A Book Without a Title	13610	no-shingle-match	
27660	A Book Without a Title	13611	below-threshold	48
27660	A Book Without a Title	13612	below-threshold	48
47150	A Book of Burlesque: Sketches of English Stage Travestie and Parody	38275	no-shingle-match	
47150	A Book of Burlesque: Sketches of English Stage Travestie and Parody	38276	no-shingle-match	
47150	A Book of Burlesque: Sketches of English Stage Travestie and Parody	38277	below-threshold	46
47150	A Book of Burlesque: Sketches of English Stage Travestie and Parody	38278	no-shingle-match	
47150	A Book of Burlesque: Sketches of English Stage Travestie and Parody	38279	below-threshold	48
47150	A Book of Burlesque: Sketches of English Stage Travestie and Parody	38280	below-threshold	48
47150	A Book of Burlesque: Sketches of English Stage Travestie and Parody	38281	below-threshold	49
47150	A Book of Burlesque: Sketches of English Stage Travestie and Parody	38282	below-threshold	47
47150	A Book of Burlesque: Sketches of English Stage Travestie and Parody	38283	below-threshold	50
47150	A Book of Burlesque: Sketches of English Stage Travestie and Parody	38284	below-threshold	48
47150	A Book of Burlesque: Sketches of English Stage Travestie and Parody	38285	below-threshold	47
22145	A Book of Burlesques	14647	no-shingle-match	
22145	A Book of Burlesques	14648	no-shingle-match	
22145	A Book of Burlesques	14649	no-shingle-match	
22145	A Book of Burlesques	14650	no-shingle-match	
22145	A Book of Burlesques	14651	no-shingle-match	
22145	A Book of Burlesques	14652	no-shingle-match	
22145	A Book of Burlesques	14653	no-shingle-match	
22145	A Book of Burlesques	14654	no-shingle-match	
22145	A Book of Burlesques	14655	no-shingle-match	
22145	A Book of Burlesques	14656	no-shingle-match	
22145	A Book of Burlesques	14657	no-shingle-match	
22145	A Book of Burlesques	14658	no-shingle-match	
22145	A Book of Burlesques	14659	no-shingle-match	
22145	A Book of Burlesques	14660	no-shingle-match	
22145	A Book of Burlesques	14661	no-shingle-match	
22145	A Book of Burlesques	14662	no-shingle-match	
19355	A Book of Prefaces	14647	below-threshold	52
19355	A Book of Prefaces	14648	below-threshold	52
19355	A Book of Prefaces	14649	no-shingle-match	
19355	A Book of Prefaces	14650	below-threshold	54
19355	A Book of Prefaces	14651	below-threshold	51
19355	A Book of Prefaces	14652	below-threshold	52
19355	A Book of Prefaces	14653	no-shingle-match	
19355	A Book of Prefaces	14654	below-threshold	50
19355	A Book of Prefaces	14655	below-threshold	55
19355	A Book of Prefaces	14656	below-threshold	48
19355	A Book of Prefaces	14657	no-shingle-match	
19355	A Book of Prefaces	14658	below-threshold	50
19355	A Book of Prefaces	14659	below-threshold	46
19355	A Book of Prefaces	14660	located	100
19355	A Book of Prefaces	14661	no-shingle-match	
19355	A Book of Prefaces	14662	below-threshold	55
3021	A Boy's Will	31759	no-shingle-match	
3021	A Boy's Will	31760	no-shingle-match	
3021	A Boy's Will	31761	no-shingle-match	
3021	A Boy's Will	31762	below-threshold	54
3021	A Boy's Will	31763	below-threshold	53
3021	A Boy's Will	31764	no-shingle-match	
3021	A Boy's Will	31765	no-shingle-match	
3021	A Boy's Will	31766	below-threshold	49
3021	A Boy's Will	31767	no-shingle-match	
3021	A Boy's Will	31768	no-shingle-match	
3021	A Boy's Will	31769	no-shingle-match	
3021	A Boy's Will	31770	no-shingle-match	
3021	A Boy's Will	31771	no-shingle-match	
3021	A Boy's Will	31772	below-threshold	48
3021	A Boy's Will	31773	no-shingle-match	
3021	A Boy's Will	31774	no-shingle-match	
3021	A Boy's Will	31775	no-shingle-match	
3021	A Boy's Will	31776	no-shingle-match	
3021	A Boy's Will	31777	no-shingle-match	
3021	A Boy's Will	31778	no-shingle-match	
3021	A Boy's Will	31779	located	100
3021	A Boy's Will	31780	no-shingle-match	
3021	A Boy's Will	31781	no-shingle-match	
3021	A Boy's Will	31782	no-shingle-match	
3021	A Boy's Will	31783	no-shingle-match	
3021	A Boy's Will	31784	no-shingle-match	
3021	A Boy's Will	31785	no-shingle-match	
3021	A Boy's Will	31786	no-shingle-match	
3021	A Boy's Will	31787	no-shingle-match	
3021	A Boy's Will	31788	no-shingle-match	
3021	A Boy's Will	31789	no-shingle-match	
3021	A Boy's Will	31790	no-shingle-match	
3021	A Boy's Will	31791	below-threshold	49
3021	A Boy's Will	31792	no-shingle-match	
19377	A Brief Account of the Rise and Progress of the People Called Quakers	38691	no-shingle-match	
19377	A Brief Account of the Rise and Progress of the People Called Quakers	38692	no-shingle-match	
19377	A Brief Account of the Rise and Progress of the People Called Quakers	38693	no-shingle-match	
19377	A Brief Account of the Rise and Progress of the People Called Quakers	38694	no-shingle-match	
19377	A Brief Account of the Rise and Progress of the People Called Quakers	38695	no-shingle-match	
19377	A Brief Account of the Rise and Progress of the People Called Quakers	38696	no-shingle-match	
19377	A Brief Account of the Rise and Progress of the People Called Quakers	38697	no-shingle-match	
19377	A Brief Account of the Rise and Progress of the People Called Quakers	38698	no-shingle-match	
19377	A Brief Account of the Rise and Progress of the People Called Quakers	38699	no-shingle-match	
19377	A Brief Account of the Rise and Progress of the People Called Quakers	38700	no-shingle-match	
19377	A Brief Account of the Rise and Progress of the People Called Quakers	38701	no-shingle-match	
19377	A Brief Account of the Rise and Progress of the People Called Quakers	38702	no-shingle-match	
19377	A Brief Account of the Rise and Progress of the People Called Quakers	38703	no-shingle-match	
19377	A Brief Account of the Rise and Progress of the People Called Quakers	38704	no-shingle-match	
19377	A Brief Account of the Rise and Progress of the People Called Quakers	38705	no-shingle-match	
19377	A Brief Account of the Rise and Progress of the People Called Quakers	38706	no-shingle-match	
19377	A Brief Account of the Rise and Progress of the People Called Quakers	38707	no-shingle-match	
19377	A Brief Account of the Rise and Progress of the People Called Quakers	38708	no-shingle-match	
19377	A Brief Account of the Rise and Progress of the People Called Quakers	38709	no-shingle-match	
19377	A Brief Account of the Rise and Progress of the People Called Quakers	38710	no-shingle-match	
19377	A Brief Account of the Rise and Progress of the People Called Quakers	38711	no-shingle-match	
19377	A Brief Account of the Rise and Progress of the People Called Quakers	38712	no-shingle-match	
19377	A Brief Account of the Rise and Progress of the People Called Quakers	38713	no-shingle-match	
19377	A Brief Account of the Rise and Progress of the People Called Quakers	38714	no-shingle-match	
19377	A Brief Account of the Rise and Progress of the People Called Quakers	38715	no-shingle-match	
19377	A Brief Account of the Rise and Progress of the People Called Quakers	38716	no-shingle-match	
19377	A Brief Account of the Rise and Progress of the People Called Quakers	38717	no-shingle-match	
65585	A Brief History of Printing. Part II: The Economic History of Printing	38550	no-shingle-match	
65585	A Brief History of Printing. Part II: The Economic History of Printing	38551	below-threshold	63
65585	A Brief History of Printing. Part II: The Economic History of Printing	38552	no-shingle-match	
65585	A Brief History of Printing. Part II: The Economic History of Printing	38553	no-shingle-match	
65585	A Brief History of Printing. Part II: The Economic History of Printing	38554	no-shingle-match	
65585	A Brief History of Printing. Part II: The Economic History of Printing	38555	no-shingle-match	
2425	A Bundle of Letters	15375	no-shingle-match	
2425	A Bundle of Letters	15376	no-shingle-match	
2425	A Bundle of Letters	15377	no-shingle-match	
2425	A Bundle of Letters	15378	no-shingle-match	
2425	A Bundle of Letters	15379	no-shingle-match	
2425	A Bundle of Letters	15380	no-shingle-match	
2425	A Bundle of Letters	15381	below-threshold	51
2425	A Bundle of Letters	15382	no-shingle-match	
2425	A Bundle of Letters	15383	no-shingle-match	
2425	A Bundle of Letters	15384	below-threshold	45
2425	A Bundle of Letters	15385	no-shingle-match	
2425	A Bundle of Letters	15386	no-shingle-match	
2425	A Bundle of Letters	15387	no-shingle-match	
2425	A Bundle of Letters	15388	no-shingle-match	
2425	A Bundle of Letters	15389	no-shingle-match	
2425	A Bundle of Letters	15390	no-shingle-match	
2425	A Bundle of Letters	15391	no-shingle-match	
2425	A Bundle of Letters	15392	no-shingle-match	
2425	A Bundle of Letters	15393	below-threshold	48
2425	A Bundle of Letters	15394	no-shingle-match	
2425	A Bundle of Letters	15395	no-shingle-match	
2425	A Bundle of Letters	15396	no-shingle-match	
2425	A Bundle of Letters	15397	no-shingle-match	
2425	A Bundle of Letters	15398	no-shingle-match	
2425	A Bundle of Letters	15399	no-shingle-match	
2425	A Bundle of Letters	15400	no-shingle-match	
2425	A Bundle of Letters	15401	no-shingle-match	
9825	A Calendar of Sonnets	15061	no-shingle-match	
9825	A Calendar of Sonnets	15062	below-threshold	50
9825	A Calendar of Sonnets	15063	no-shingle-match	
9825	A Calendar of Sonnets	15064	no-shingle-match	
9825	A Calendar of Sonnets	15065	no-shingle-match	
9825	A Calendar of Sonnets	15066	no-shingle-match	
9825	A Calendar of Sonnets	15067	no-shingle-match	
9825	A Calendar of Sonnets	15068	no-shingle-match	
9825	A Calendar of Sonnets	15069	no-shingle-match	
9825	A Calendar of Sonnets	15070	no-shingle-match	
9825	A Calendar of Sonnets	15071	no-shingle-match	
9825	A Calendar of Sonnets	15072	no-shingle-match	
9825	A Calendar of Sonnets	15073	no-shingle-match	
9825	A Calendar of Sonnets	15074	no-shingle-match	
9825	A Calendar of Sonnets	15075	no-shingle-match	
9825	A Calendar of Sonnets	15076	located	100
9825	A Calendar of Sonnets	15077	no-shingle-match	
9825	A Calendar of Sonnets	15078	no-shingle-match	
9825	A Calendar of Sonnets	15079	no-shingle-match	
9825	A Calendar of Sonnets	15080	no-shingle-match	
9825	A Calendar of Sonnets	15081	no-shingle-match	
9825	A Calendar of Sonnets	15082	no-shingle-match	
9825	A Calendar of Sonnets	15083	no-shingle-match	
3058	A Changed Man, and Other Tales	36117	no-shingle-match	
3058	A Changed Man, and Other Tales	36118	no-shingle-match	
3058	A Changed Man, and Other Tales	36119	no-shingle-match	
3058	A Changed Man, and Other Tales	36120	no-shingle-match	
3058	A Changed Man, and Other Tales	36121	no-shingle-match	
136	A Child's Garden of Verses	31985	no-shingle-match	
136	A Child's Garden of Verses	31986	no-shingle-match	
136	A Child's Garden of Verses	31987	no-shingle-match	
136	A Child's Garden of Verses	31988	no-shingle-match	
136	A Child's Garden of Verses	31989	no-shingle-match	
136	A Child's Garden of Verses	31990	below-threshold	46
136	A Child's Garden of Verses	31991	no-shingle-match	
136	A Child's Garden of Verses	31992	no-shingle-match	
136	A Child's Garden of Verses	31993	below-threshold	48
136	A Child's Garden of Verses	31994	no-shingle-match	
136	A Child's Garden of Verses	31995	no-shingle-match	
136	A Child's Garden of Verses	31996	no-shingle-match	
136	A Child's Garden of Verses	31997	no-shingle-match	
136	A Child's Garden of Verses	31998	no-shingle-match	
136	A Child's Garden of Verses	31999	no-shingle-match	
136	A Child's Garden of Verses	32000	below-threshold	48
136	A Child's Garden of Verses	32001	no-shingle-match	
136	A Child's Garden of Verses	32002	no-shingle-match	
136	A Child's Garden of Verses	32003	below-threshold	45
136	A Child's Garden of Verses	32004	no-shingle-match	
136	A Child's Garden of Verses	32005	no-shingle-match	
136	A Child's Garden of Verses	32006	no-shingle-match	
136	A Child's Garden of Verses	32007	no-shingle-match	
136	A Child's Garden of Verses	32008	below-threshold	47
136	A Child's Garden of Verses	32009	no-shingle-match	
136	A Child's Garden of Verses	32010	no-shingle-match	
136	A Child's Garden of Verses	32011	below-threshold	54
136	A Child's Garden of Verses	32012	no-shingle-match	
136	A Child's Garden of Verses	32013	no-shingle-match	
136	A Child's Garden of Verses	32014	below-threshold	56
136	A Child's Garden of Verses	32015	no-shingle-match	
136	A Child's Garden of Verses	32016	no-shingle-match	
136	A Child's Garden of Verses	32017	no-shingle-match	
136	A Child's Garden of Verses	32018	no-shingle-match	
136	A Child's Garden of Verses	32019	no-shingle-match	
136	A Child's Garden of Verses	32020	no-shingle-match	
136	A Child's Garden of Verses	32021	no-shingle-match	
699	A Child's History of England	6370	no-shingle-match	
699	A Child's History of England	6371	no-shingle-match	
699	A Child's History of England	6372	no-shingle-match	
699	A Child's History of England	6373	no-shingle-match	
699	A Child's History of England	6374	no-shingle-match	
699	A Child's History of England	6375	no-shingle-match	
699	A Child's History of England	6376	no-shingle-match	
699	A Child's History of England	6377	no-shingle-match	
699	A Child's History of England	6378	no-shingle-match	
699	A Child's History of England	6379	no-shingle-match	
699	A Child's History of England	6380	no-shingle-match	
699	A Child's History of England	6381	no-shingle-match	
699	A Child's History of England	6382	no-shingle-match	
699	A Child's History of England	6383	no-shingle-match	
699	A Child's History of England	6384	no-shingle-match	
699	A Child's History of England	6385	no-shingle-match	
699	A Child's History of England	6386	no-shingle-match	
699	A Child's History of England	6387	no-shingle-match	
699	A Child's History of England	6388	no-shingle-match	
699	A Child's History of England	6389	no-shingle-match	
699	A Child's History of England	6390	no-shingle-match	
699	A Child's History of England	6391	no-shingle-match	
699	A Child's History of England	6392	no-shingle-match	
699	A Child's History of England	6393	no-shingle-match	
699	A Child's History of England	6394	no-shingle-match	
699	A Child's History of England	6395	no-shingle-match	
699	A Child's History of England	6396	no-shingle-match	
699	A Child's History of England	6397	no-shingle-match	
699	A Child's History of England	6398	no-shingle-match	
699	A Child's History of England	6399	no-shingle-match	
699	A Child's History of England	6400	no-shingle-match	
699	A Child's History of England	6401	no-shingle-match	
699	A Child's History of England	6402	no-shingle-match	
699	A Child's History of England	6403	no-shingle-match	
699	A Child's History of England	6404	no-shingle-match	
699	A Child's History of England	6405	no-shingle-match	
699	A Child's History of England	6406	no-shingle-match	
699	A Child's History of England	6407	no-shingle-match	
699	A Child's History of England	6408	no-shingle-match	
699	A Child's History of England	6409	no-shingle-match	
699	A Child's History of England	6410	no-shingle-match	
699	A Child's History of England	6411	no-shingle-match	
26331	A Child's Primer of Natural History	28839	no-shingle-match	
26331	A Child's Primer of Natural History	28840	no-shingle-match	
26331	A Child's Primer of Natural History	28841	no-shingle-match	
26331	A Child's Primer of Natural History	28842	no-shingle-match	
26331	A Child's Primer of Natural History	28843	no-shingle-match	
26331	A Child's Primer of Natural History	28844	no-shingle-match	
26331	A Child's Primer of Natural History	28845	no-shingle-match	
26331	A Child's Primer of Natural History	28846	no-shingle-match	
26331	A Child's Primer of Natural History	28847	no-shingle-match	
26331	A Child's Primer of Natural History	28848	no-shingle-match	
26331	A Child's Primer of Natural History	28849	no-shingle-match	
26331	A Child's Primer of Natural History	28850	no-shingle-match	
26331	A Child's Primer of Natural History	28851	no-shingle-match	
26331	A Child's Primer of Natural History	28852	no-shingle-match	
26331	A Child's Primer of Natural History	28853	no-shingle-match	
26331	A Child's Primer of Natural History	28854	no-shingle-match	
14667	A Christmas Garland	26265	below-threshold	48
14667	A Christmas Garland	26266	no-shingle-match	
14667	A Christmas Garland	26267	no-shingle-match	
14667	A Christmas Garland	26268	no-shingle-match	
14667	A Christmas Garland	26269	no-shingle-match	
25586	A Collection of Stories, Reviews and Essays	38248	no-shingle-match	
25586	A Collection of Stories, Reviews and Essays	38249	below-threshold	61
86	A Connecticut Yankee in King Arthur's Court	25756	below-threshold	50
86	A Connecticut Yankee in King Arthur's Court	25757	below-threshold	63
86	A Connecticut Yankee in King Arthur's Court	25758	below-threshold	58
86	A Connecticut Yankee in King Arthur's Court	25759	located	100
86	A Connecticut Yankee in King Arthur's Court	25760	below-threshold	54
86	A Connecticut Yankee in King Arthur's Court	25761	no-shingle-match	
86	A Connecticut Yankee in King Arthur's Court	25762	no-shingle-match	
86	A Connecticut Yankee in King Arthur's Court	25763	below-threshold	52
86	A Connecticut Yankee in King Arthur's Court	25764	below-threshold	60
86	A Connecticut Yankee in King Arthur's Court	25765	below-threshold	50
86	A Connecticut Yankee in King Arthur's Court	25766	below-threshold	55
86	A Connecticut Yankee in King Arthur's Court	25767	below-threshold	54
86	A Connecticut Yankee in King Arthur's Court	25768	below-threshold	52
86	A Connecticut Yankee in King Arthur's Court	25769	below-threshold	58
86	A Connecticut Yankee in King Arthur's Court	25770	below-threshold	54
86	A Connecticut Yankee in King Arthur's Court	25771	below-threshold	53
86	A Connecticut Yankee in King Arthur's Court	25772	below-threshold	54
86	A Connecticut Yankee in King Arthur's Court	25773	below-threshold	58
86	A Connecticut Yankee in King Arthur's Court	25774	below-threshold	59
86	A Connecticut Yankee in King Arthur's Court	25775	below-threshold	50
86	A Connecticut Yankee in King Arthur's Court	25776	below-threshold	51
86	A Connecticut Yankee in King Arthur's Court	25777	below-threshold	50
86	A Connecticut Yankee in King Arthur's Court	25778	below-threshold	54
86	A Connecticut Yankee in King Arthur's Court	25779	below-threshold	58
86	A Connecticut Yankee in King Arthur's Court	25780	no-shingle-match	
86	A Connecticut Yankee in King Arthur's Court	25781	no-shingle-match	
86	A Connecticut Yankee in King Arthur's Court	25782	below-threshold	62
86	A Connecticut Yankee in King Arthur's Court	25783	no-shingle-match	
86	A Connecticut Yankee in King Arthur's Court	25784	no-shingle-match	
86	A Connecticut Yankee in King Arthur's Court	25785	below-threshold	56
86	A Connecticut Yankee in King Arthur's Court	25786	below-threshold	50
86	A Connecticut Yankee in King Arthur's Court	25787	below-threshold	52
86	A Connecticut Yankee in King Arthur's Court	25788	no-shingle-match	
86	A Connecticut Yankee in King Arthur's Court	25789	below-threshold	48
86	A Connecticut Yankee in King Arthur's Court	25790	no-shingle-match	
86	A Connecticut Yankee in King Arthur's Court	25791	below-threshold	47
86	A Connecticut Yankee in King Arthur's Court	25792	below-threshold	52
86	A Connecticut Yankee in King Arthur's Court	25793	below-threshold	54
86	A Connecticut Yankee in King Arthur's Court	25794	below-threshold	55
86	A Connecticut Yankee in King Arthur's Court	25795	below-threshold	52
86	A Connecticut Yankee in King Arthur's Court	25796	below-threshold	65
86	A Connecticut Yankee in King Arthur's Court	25797	no-shingle-match	
86	A Connecticut Yankee in King Arthur's Court	25798	below-threshold	47
86	A Connecticut Yankee in King Arthur's Court	25799	below-threshold	53
86	A Connecticut Yankee in King Arthur's Court	25800	below-threshold	52
86	A Connecticut Yankee in King Arthur's Court	25801	below-threshold	52
86	A Connecticut Yankee in King Arthur's Court	25802	below-threshold	53
86	A Connecticut Yankee in King Arthur's Court	25803	below-threshold	55
86	A Connecticut Yankee in King Arthur's Court	25804	below-threshold	53
86	A Connecticut Yankee in King Arthur's Court	25805	below-threshold	55
86	A Connecticut Yankee in King Arthur's Court	25806	below-threshold	54
86	A Connecticut Yankee in King Arthur's Court	25807	below-threshold	63
86	A Connecticut Yankee in King Arthur's Court	25808	no-shingle-match	
86	A Connecticut Yankee in King Arthur's Court	25809	no-shingle-match	
86	A Connecticut Yankee in King Arthur's Court	25810	no-shingle-match	
16340	A Cynic Looks at Life	1760	no-shingle-match	
16340	A Cynic Looks at Life	1761	no-shingle-match	
16340	A Cynic Looks at Life	1762	no-shingle-match	
16340	A Cynic Looks at Life	1763	below-threshold	53
16340	A Cynic Looks at Life	1764	no-shingle-match	
16340	A Cynic Looks at Life	1765	no-shingle-match	
16340	A Cynic Looks at Life	1766	no-shingle-match	
16340	A Cynic Looks at Life	1767	no-shingle-match	
16340	A Cynic Looks at Life	1768	no-shingle-match	
16340	A Cynic Looks at Life	1769	no-shingle-match	
16340	A Cynic Looks at Life	1770	no-shingle-match	
16340	A Cynic Looks at Life	1771	no-shingle-match	
16340	A Cynic Looks at Life	1772	no-shingle-match	
16340	A Cynic Looks at Life	1773	below-threshold	50
16340	A Cynic Looks at Life	1774	below-threshold	54
16340	A Cynic Looks at Life	1775	below-threshold	49
16340	A Cynic Looks at Life	1776	no-shingle-match	
16340	A Cynic Looks at Life	1777	no-shingle-match	
16340	A Cynic Looks at Life	1778	no-shingle-match	
16340	A Cynic Looks at Life	1779	below-threshold	44
16340	A Cynic Looks at Life	1780	below-threshold	51
16340	A Cynic Looks at Life	1781	no-shingle-match	
16340	A Cynic Looks at Life	1782	no-shingle-match	
16340	A Cynic Looks at Life	1783	no-shingle-match	
16340	A Cynic Looks at Life	1784	no-shingle-match	
16340	A Cynic Looks at Life	1785	below-threshold	56
16340	A Cynic Looks at Life	1786	no-shingle-match	
16340	A Cynic Looks at Life	1787	below-threshold	60
16340	A Cynic Looks at Life	1788	below-threshold	58
16340	A Cynic Looks at Life	1789	no-shingle-match	
16340	A Cynic Looks at Life	1790	no-shingle-match	
16340	A Cynic Looks at Life	1791	below-threshold	53
16340	A Cynic Looks at Life	1792	below-threshold	52
16340	A Cynic Looks at Life	1793	no-shingle-match	
16340	A Cynic Looks at Life	1794	no-shingle-match	
16340	A Cynic Looks at Life	1795	below-threshold	44
16340	A Cynic Looks at Life	1796	no-shingle-match	
16340	A Cynic Looks at Life	1797	located	100
16340	A Cynic Looks at Life	1798	no-shingle-match	
16340	A Cynic Looks at Life	1799	no-shingle-match	
16340	A Cynic Looks at Life	1800	below-threshold	55
16340	A Cynic Looks at Life	1801	no-shingle-match	
16340	A Cynic Looks at Life	1802	below-threshold	54
16340	A Cynic Looks at Life	1803	below-threshold	57
16340	A Cynic Looks at Life	1804	located	100
2233	A Damsel in Distress	29187	below-threshold	48
2233	A Damsel in Distress	29188	below-threshold	51
2233	A Damsel in Distress	29189	below-threshold	54
2522	A Dark Night's Work	10868	no-shingle-match	
2522	A Dark Night's Work	10869	no-shingle-match	
2522	A Dark Night's Work	10870	no-shingle-match	
2522	A Dark Night's Work	10871	no-shingle-match	
2522	A Dark Night's Work	10872	no-shingle-match	
2522	A Dark Night's Work	10873	no-shingle-match	
2522	A Dark Night's Work	10874	no-shingle-match	
2522	A Dark Night's Work	10875	no-shingle-match	
2522	A Dark Night's Work	10876	no-shingle-match	
2522	A Dark Night's Work	10877	no-shingle-match	
2522	A Dark Night's Work	10878	no-shingle-match	
7062	A Daughter of Fife	1805	no-shingle-match	
7062	A Daughter of Fife	1806	below-threshold	56
7062	A Daughter of Fife	1807	below-threshold	53
7062	A Daughter of Fife	1808	no-shingle-match	
7062	A Daughter of Fife	1809	no-shingle-match	
7062	A Daughter of Fife	1810	no-shingle-match	
7062	A Daughter of Fife	1811	no-shingle-match	
7062	A Daughter of Fife	1812	below-threshold	50
7062	A Daughter of Fife	1813	below-threshold	52
7062	A Daughter of Fife	1814	no-shingle-match	
7062	A Daughter of Fife	1815	no-shingle-match	
7062	A Daughter of Fife	1816	below-threshold	53
7062	A Daughter of Fife	1817	no-shingle-match	
7062	A Daughter of Fife	1818	below-threshold	55
7062	A Daughter of Fife	1819	below-threshold	49
7062	A Daughter of Fife	1820	below-threshold	49
7062	A Daughter of Fife	1821	below-threshold	46
7062	A Daughter of Fife	1822	no-shingle-match	
7062	A Daughter of Fife	1823	no-shingle-match	
7062	A Daughter of Fife	1824	below-threshold	52
22329	A Daughter of the Middle Border	14694	below-threshold	51
22329	A Daughter of the Middle Border	14695	below-threshold	47
22329	A Daughter of the Middle Border	14696	below-threshold	49
22329	A Daughter of the Middle Border	14697	below-threshold	50
3174	A Dog's Tale	25756	no-shingle-match	
3174	A Dog's Tale	25757	no-shingle-match	
3174	A Dog's Tale	25758	no-shingle-match	
3174	A Dog's Tale	25759	no-shingle-match	
