author	pg_id	title	gitenberg_repo	status	reason	bytes	sha256	text_file
A. A. Milne	27771	Once on a Time	Once-on-a-Time_27771	fetched		301725	8fe9d9d33a82511c1067b55a30a9e9bc380fe32cd79da4ed612438d62e988fb7	27771.txt
A. A. Milne	60167	Three Plays	Three-Plays_60167	fetched		422568	60b8fdf4dd466360aa89f048fba63eb2c9f786cb82782c6b8bf07fbeafd9140e	60167-0.txt
A. A. Milne	66092	A Gallery of Children	A-Gallery-of-Children_66092	fetched		76902	befcfcddf94fea98a9760335980689fa5bc4488ad466d049199e9d8023a26f49	66092-0.txt
A. A. Milne	67098	Winnie-the-Pooh	Winnie-the-Pooh_67098	fetched		147912	590b55a060a61d017dce06c859a3a5ae3791e9ad46b4719a1b33ec9771beccde	67098-0.txt
Abigail Adams	34123	Familiar Letters of John Adams and His Wife Abigail Adams During the Revolution	Familiar-Letters-of-John-Adams-and-His-Wife-Abigail-Adams-During-the-Revolution_34123	unavailable				
Abraham Cahan	2803	The Rise of David Levinsky	The-Rise-of-David-Levinsky_2803	fetched		966408	9e5f544535bca572f7a1cf6e7f20c0c5a138f439abadc94db256bfc9ac26d88c	2803.txt
Abraham Cahan	36715	Yekl: A Tale of the New York Ghetto	Yekl-A-Tale-of-the-New-York-Ghetto_36715	unavailable				
Abraham Cahan	39166	The White Terror and The Red: A Novel of Revolutionary Russia	The-White-Terror-and-The-Red-A-Novel-of-Revolutionary-Russia_39166	unavailable				
Abraham Cahan	43028	The Imported Bridegroom, and Other Stories of the New York Ghetto	The-Imported-Bridegroom-and-Other-Stories-of-the-New-York-Ghetto_43028	unavailable				
Abraham Cowley	3549	Cowley's Essays	Cowley-s-Essays_3549	fetched		212233	2f0789c4a020de36e56c8153391a227d8c985f77e56ded872f730a97017761ac	3549-0.txt
Abraham Lincoln	4	Lincoln's Gettysburg Address	Lincoln-s-Gettysburg-Address_4	unavailable				
Abraham Lincoln	8	Abraham Lincoln's Second Inaugural Address	Abraham-Lincoln-s-Second-Inaugural-Address_8	fetched		12356	1479db52ee7e573541cdd757d17724200db95efbef0ebad1e29f8bc55cc08018	8-0.txt
Abraham Lincoln	9	Abraham Lincoln's First Inaugural Address	Abraham-Lincoln-s-First-Inaugural-Address_9	fetched		30029	d8c305e1fbd4d8c6f5f0892a236cc996bee7334e3a8d07f2ecedb392aae67ee4	9-0.txt
Abraham Lincoln	2653	The Papers and Writings of Abraham Lincoln — Volume 1: 1832-1843	The-Papers-and-Writings-of-Abraham-Lincoln-Volume-1-1832-1843_2653	unavailable				
Abraham Lincoln	2654	The Papers and Writings of Abraham Lincoln — Volume 2: 1843-1858	The-Papers-and-Writings-of-Abraham-Lincoln-Volume-2-1843-1858_2654	unavailable				
Abraham Lincoln	2655	The Papers and Writings of Abraham Lincoln — Volume 3: The Lincoln-Douglas Debates	The-Papers-and-Writings-of-Abraham-Lincoln-Volume-3-The-Lincoln-Douglas-Debates_2655	unavailable				
Abraham Lincoln	2656	The Papers and Writings of Abraham Lincoln — Volume 4: The Lincoln-Douglas Debates	The-Papers-and-Writings-of-Abraham-Lincoln-Volume-4-The-Lincoln-Douglas-Debates_2656	unavailable				
Abraham Lincoln	2657	The Papers and Writings of Abraham Lincoln — Volume 5: 1858-1862	The-Papers-and-Writings-of-Abraham-Lincoln-Volume-5-1858-1862_2657	unavailable				
Abraham Lincoln	2658	The Papers and Writings of Abraham Lincoln — Volume 6: 1862-1863	The-Papers-and-Writings-of-Abraham-Lincoln-Volume-6-1862-1863_2658	unavailable				
Abraham Lincoln	2659	The Papers and Writings of Abraham Lincoln — Volume 7: 1863-1865	The-Papers-and-Writings-of-Abraham-Lincoln-Volume-7-1863-1865_2659	unavailable				
Abraham Lincoln	3253	The Papers and Writings of Abraham Lincoln, Complete	The-Papers-and-Writings-of-Abraham-Lincoln-Complete_3253	fetched		3220578	be139c682155e748045c8bbc8296e891c9492807ab6adf97ac0c37f0cbd271c4	3253.txt
Abraham Lincoln	3626	Widger's Quotations from the Project Gutenberg Editions of the Works of Abraham Lincoln	Widger-s-Quotations-from-the-Project-Gutenberg-Editions-of-the-Works-of-Abraham-Lincoln_3626	fetched		43121	63754324d4b8cca5b40684c2d2a24023fcb8868dce9a6bd7d5f49611132ff05c	3626.txt
Abraham Lincoln	5024	State of the Union Addresses	State-of-the-Union-Addresses_5024	fetched		188748	43a7448e2ead13088263f16edbcae3dc165b5daf01b46920ae4c72adce0692f3	5024.txt
Abraham Lincoln	7547	Quotes and Images from the Writings of Abraham Lincoln	Quotes-and-Images-from-the-Writings-of-Abraham-Lincoln_7547	fetched		27388	ccbb63989b04c36802f25ea12e35cbbb09f7694311c0ac135223209b87ef6be2	7547.txt
Abraham Lincoln	8110	Lincoln Letters	Lincoln-Letters_8110	fetched		25937	62fae85f994c21b1c1b1af5c9241d945386bcbaf5d7c100565a1a86e78c1cd9b	8110.txt
Abraham Lincoln	14274	Lincoln's Inaugurals, Addresses and Letters (Selections)	Lincoln-s-Inaugurals-Addresses-and-Letters-Selections_14274	unavailable				
Abraham Lincoln	14721	Speeches & Letters of Abraham Lincoln, 1832-1865	Speeches-Letters-of-Abraham-Lincoln-1832-1865_14721	unavailable				
Abraham Lincoln	22082	The Emancipation Proclamation	The-Emancipation-Proclamation_22082	fetched		23613	8913a99cf5dec7b20f482074359bfbd22a68a7c35b3b72434b459eb25cae6ba8	22082.txt
Abraham Lincoln	22681	The Life and Public Service of General Zachary Taylor: An Address	The-Life-and-Public-Service-of-General-Zachary-Taylor-An-Address_22681	unavailable				
Abraham Lincoln	26200	The Gettysburg Address	The-Gettysburg-Address_26200	unavailable				
Abraham Lincoln	26250	Lincoln at Cooper Union	Lincoln-at-Cooper-Union_26250	unavailable				
Abraham Lincoln	39204	The Lincoln Year Book: Axioms and Aphorisms from the Great Emancipator	The-Lincoln-Year-Book-Axioms-and-Aphorisms-from-the-Great-Emancipator_39204	unavailable				
Abraham Lincoln	48364	Noted Speeches of Abraham Lincoln, Including the Lincoln-Douglas Debate	Noted-Speeches-of-Abraham-Lincoln-Including-the-Lincoln-Douglas-Debate_48364	fetched		171368	6ec38712710de1c4c799d6bdeae2bb43da7e42951602ac241ecdc10aa35ed968	48364-0.txt
Abraham Lincoln	52007	Discoveries and Inventions: A lecture by Abraham Lincoln delivered in 1860	Discoveries-and-Inventions-A-lecture-by-Abraham-Lincoln-delivered-in-1860_52007	fetched		40228	bb60e1a9045aa0c2ebe967a4d4407b39a90abf13bdea7266a793511df02208f1	52007-0.txt
Abraham Lincoln	58850	A Legacy of Fun	A-Legacy-of-Fun_58850	fetched		78564	edeb6de2804aea8e75b6f111724063911a4eb4c4e45ebfb96a9f33e7ff7e6c3e	58850-0.txt
Ada Cambridge	4218	Sisters	Sisters_4218	fetched		533863	b784a5008fd1e697cb906c69878e795d14d2361b12e61136067c72384221980c	4218.txt
Ada Cambridge	37825	Thirty Years in Australia	Thirty-Years-in-Australia_37825	fetched		526661	02add3c9046e6ca88fe252d153eec8ac1ffe6592c0203a6b894940b630efe710	37825-8.txt
Ada Cambridge	37866	A Humble Enterprise	A-Humble-Enterprise_37866	fetched		285946	fb9ed4245138cff2d43b60990f76e39ba5203f976e44f34eb4b30dd62c6b6b60	37866-8.txt
Ada Cambridge	38083	A Mere Chance: A Novel. Vol. 1	A-Mere-Chance-A-Novel-Vol-1_38083	unavailable				
Ada Cambridge	38084	A Mere Chance: A Novel. Vol. 2	A-Mere-Chance-A-Novel-Vol-2_38084	unavailable				
Ada Cambridge	38085	A Mere Chance: A Novel. Vol. 3	A-Mere-Chance-A-Novel-Vol-3_38085	unavailable				
Ada Cambridge	40659	Materfamilias	Materfamilias_40659	fetched		357485	9d7314fafee7b44f27a79834da234065d255dae062bd35097eaa96d32fc3f491	40659-8.txt
Ada Cambridge	42270	The Retrospect	The-Retrospect_42270	fetched		503263	9bd4caf4c66b1f0de7c2304db0c9170acd57702dea4266e2f43b8bb269ed049a	42270.txt
Ada Cambridge	50476	The Three Miss Kings: An Australian Story	The-Three-Miss-Kings-An-Australian-Story_50476	fetched		792340	63a532cb47120879835a6a24cc48a94be3a56e3402968f1199ec6367059bd2f0	50476-8.txt
Aeschylus	7073	Specimens of Greek Tragedy — Aeschylus and Sophocles	Specimens-of-Greek-Tragedy-Aeschylus-and-Sophocles_7073	fetched		267101	7d4ae4c2621c99efde936debd7de7eb0591fc7a78c23750ed2283ee7b3a706b7	7073-8.txt
Aeschylus	8604	The House of Atreus; Being the Agamemnon, the Libation bearers, and the Furies	The-House-of-Atreus-Being-the-Agamemnon-the-Libation-bearers-and-the-Furies_8604	fetched		223914	5f95a2fe52ed1de0f46701674ffeb39b0b05e43c57de18ddf203aa0eeb3c997d	8604-8.txt
Aeschylus	8714	Four Plays of Aeschylus	Four-Plays-of-Aeschylus_8714	fetched		269145	087082f4a939f46ec4cf062348f6382f8444dd42953d96328e7173430b69feb9	8714-8.txt
Aeschylus	14417	The Agamemnon of Aeschylus	The-Agamemnon-of-Aeschylus_14417	unavailable				
Aeschylus	19559	Book of illustrations : Ancient Tragedy	Book-of-illustrations-Ancient-Tragedy_19559	unavailable				
Aeschylus	27458	Aeschylus' Prometheus Bound and the Seven Against Thebes	Aeschylus-Prometheus-Bound-and-the-Seven-Against-Thebes_27458	fetched		189913	25729227777cdea0d28751c06677c5f12596903de911d1858a44527e2e542556	27458.txt
Aeschylus	53174	Æschylos Tragedies and Fragments	schylos-Tragedies-and-Fragments_53174	unavailable				
Aeschylus	59225	The Lyrical Dramas of Aeschylus Translated into English Verse	The-Lyrical-Dramas-of-Aeschylus-Translated-into-English-Verse_59225	fetched		959338	502fd4b7644970ff0f76fbc0821042603a428ae0b95766df933319bdc6edaca7	59225-0.txt
Aesop	21	Aesop's Fables	Aesop-s-Fables_21	unavailable				
Aesop	28	The Fables of Aesop	The-Fables-of-Aesop_28	unavailable				
Aesop	8809	Aesop's Fables	Aesop-s-Fables_8809	unavailable				
Aesop	11339	Aesop's Fables; a new translation	Aesop-s-Fables-a-new-translation_11339	unavailable				
Aesop	18732	Aesop's Fables: A New Revised Version From Original Sources	Aesop-s-Fables-A-New-Revised-Version-From-Original-Sources_18732	unavailable				
Aesop	19616	Aesop's Fables - Volume 01	Aesop-s-Fables-Volume-01_19616	unavailable				
Aesop	19617	Aesop's Fables - Volume 02	Aesop-s-Fables-Volume-02_19617	unavailable				
Aesop	19618	Aesop's Fables - Volume 03	Aesop-s-Fables-Volume-03_19618	unavailable				
Aesop	19619	Aesop's Fables - Volume 04	Aesop-s-Fables-Volume-04_19619	unavailable				
Aesop	19620	Aesop's Fables - Volume 05	Aesop-s-Fables-Volume-05_19620	unavailable				
Aesop	19621	Aesop's Fables - Volume 06	Aesop-s-Fables-Volume-06_19621	unavailable				
Aesop	19622	Aesop's Fables - Volume 07	Aesop-s-Fables-Volume-07_19622	unavailable				
Aesop	19623	Aesop's Fables - Volume 08	Aesop-s-Fables-Volume-08_19623	unavailable				
Aesop	19624	Aesop's Fables - Volume 09	Aesop-s-Fables-Volume-09_19624	unavailable				
Aesop	19625	Aesop's Fables - Volume 10	Aesop-s-Fables-Volume-10_19625	unavailable				
Aesop	19626	Aesop's Fables - Volume 11	Aesop-s-Fables-Volume-11_19626	unavailable				
Aesop	19627	Aesop's Fables - Volume 12	Aesop-s-Fables-Volume-12_19627	unavailable				
Aesop	19994	The Aesop for Children	The-Aesop-for-Children_19994	unavailable				
Aesop	20268	The Baby's Own Aesop	The-Baby-s-Own-Aesop_20268	unavailable				
Aesop	21189	Aesop, in Rhyme: Old Friends in a New Dress	Aesop-in-Rhyme-Old-Friends-in-a-New-Dress_21189	unavailable				
Aesop	25433	The Baby's Own Aesop	The-Baby-s-Own-Aesop_25433	fetched		40475	083fced93c6813fdd06ec213633e28e421cfde29c0dc3460fb73ec373d28e64a	25433.txt
Aesop	34588	Some of Æsop's Fables with Modern Instances	Some-of-sop-s-Fables-with-Modern-Instances_34588	unavailable				
Aesop	39187	Æsop's Fables, Embellished with One Hundred and Eleven Emblematical Devices.	sop-s-Fables-Embellished-with-One-Hundred-and-Eleven-Emblematical-Devices_39187	unavailable				
Aesop	49010	Æsop's Fables: A Version for Young Readers	sop-s-Fables-A-Version-for-Young-Readers_49010	unavailable				
Aesop	53103	Æsop's Fables	sop-s-Fables_53103	unavailable				
Albert Gallatin	11937	The Symbolism of Freemasonry	The-Symbolism-of-Freemasonry_11937	unavailable				
Albert Gallatin	12186	The Principles of Masonic Law	The-Principles-of-Masonic-Law_12186	unavailable				
Albert Gallatin	12249	Bart Ridgeley: A Story of Northern Ohio	Bart-Ridgeley-A-Story-of-Northern-Ohio_12249	unavailable				
Albert Gallatin	32192	Peace with Mexico	Peace-with-Mexico_32192	fetched		97094	a341a378a4078f5768e054cd65956ac4e32029282dff1e409daeb5fdc9b724a3	32192.txt
Albert Gallatin	51843	The Oregon Question	The-Oregon-Question_51843	fetched		177203	a99800a81a22f28de9b7add92c7700b6fd6ab7f1072ce2895b4dec06c2d41dfd	51843-8.txt
Albert Schweitzer	45422	The Quest of the Historical Jesus	The-Quest-of-the-Historical-Jesus_45422	fetched		1254881	f0834868907ad55ee09f60b56337b7594c5378e20b1c614b311b50f0e11e9e1b	45422.txt
Albert Schweitzer	50015	On the Edge of the Primeval Forest	On-the-Edge-of-the-Primeval-Forest_50015	unavailable				
Alexander Hamilton	18	The Federalist Papers	The-Federalist-Papers_18	fetched		1213088	ee0484c2e0f03f1b64743db6eb16f66588262d902c119145033e1bc4d24c9ce5	18.txt
Alexander Hamilton	1404	The Federalist Papers	The-Federalist-Papers_1404	fetched		1186932	a163b394950a4e59c8b8ef3b32cd021200b4b54cccd808110aed6fe4dbb248e6	1404-8.txt
Alexander Hamilton	14869	Soldier Songs and Love Songs	Soldier-Songs-and-Love-Songs_14869	fetched		70736	44f4214ded1e8f80413dd6bd1496c3118bbe8d52660042f70b63654a9c91ead8	14869-8.txt
Alexander Hamilton	15456	McGuffey's Eclectic Spelling Book	McGuffey-s-Eclectic-Spelling-Book_15456	fetched		170427	dd245b2abfb44c79ce5e8891046841ee2b66910d99ec4b56eb4871db3e51afd5	15456.txt
Alexander Hamilton	22788	The Federalist Papers	The-Federalist-Papers_22788	unavailable				
Alexander Hamilton	27102	The Ground Plan of the English Parish Church	The-Ground-Plan-of-the-English-Parish-Church_27102	fetched		214184	dc53cd879c96df8ac48991537bf62c41a921f5b45943f173ef5f643e381b7585	27102.txt
Alexander Hamilton	37924	Forging Ahead in Business	Forging-Ahead-in-Business_37924	fetched		222801	e86f336b41410a8faea54981422225ea64ef5aecefa37495ee1c6b23a08e05ae	37924-8.txt
Alexander Hamilton	49832	English Monasteries	English-Monasteries_49832	fetched		249786	e32ec26a2adb64a1b5c652065e686d5aa59117744b883e6c101ad910e6a6f67a	49832-0.txt
Alexander Hamilton	56331	The Historical Growth of the English Parish Church	The-Historical-Growth-of-the-English-Parish-Church_56331	fetched		216734	dc342d1a377cd6d51d2383187f2f5baf4fcf51f0b9d99176c47506ddae0a7ae1	56331-8.txt
Alexander Hamilton	57266	Cambridge and Its Colleges	Cambridge-and-Its-Colleges_57266	fetched		391939	919c4832d721fac6c2be3c85831a363f9fdf01bb9e44889ce354a9b1db08f706	57266-0.txt
Alexander Hamilton	60518	Military Architecture in England During the Middle Ages	Military-Architecture-in-England-During-the-Middle-Ages_60518	fetched		752436	7e689d11b0a2d798b05f6af74033b40a6037456c4f0d3883308accec12e03f2b	60518-0.txt
Alexander Hamilton	61791	The Arab conquests in Central Asia	The-Arab-conquests-in-Central-Asia_61791	fetched		236235	2c04ae2cf5cce235c31648831eade0c5b38a653175f1a23b9f775aee624e2e1d	61791-0.txt
Alexander Pope	2428	An Essay on Man; Moral Essays and Satires	An-Essay-on-Man-Moral-Essays-and-Satires_2428	unavailable				
Alexander Pope	7409	An Essay on Criticism	An-Essay-on-Criticism_7409	fetched		76350	bcf4cc7f0b76e7fb43391898a2924d2587bae6c34fad93c283a20e795c925c17	7409.txt
Alexander Pope	9413	The Poetical Works of Alexander Pope, Volume 1	The-Poetical-Works-of-Alexander-Pope-Volume-1_9413	fetched		579133	0d3a4cd46e7d7933d5ce0b6eaf32e81bda28e917d66f4491e90dcae1cfcc971c	9413-8.txt
Alexander Pope	9601	The Poetical Works of Alexander Pope, Volume 2	The-Poetical-Works-of-Alexander-Pope-Volume-2_9601	fetched		644247	a132ad11be66b409211e28767ebacc5a76f6b01a4cc065243a68942aff263d04	9601.txt
Alexander Pope	9800	The Rape of the Lock, and Other Poems	The-Rape-of-the-Lock-and-Other-Poems_9800	fetched		368879	afe599ac47aadac10f67665770337807b30761135ad2784893bef935acf3e18d	9800.txt
Alexander Pope	32190	The Works of Alexander Pope, Volume 1	The-Works-of-Alexander-Pope-Volume-1_32190	unavailable				
Alexander Pope	37667	Three Hours after Marriage	Three-Hours-after-Marriage_37667	fetched		187250	1d0f45ac0f08c68aa466f84ba58c281eedd5ba186a5a3aef06982350fb692fe9	37667.txt
Alexander Pope	43271	The Works of Alexander Pope, Volume 2 (of 10)	The-Works-of-Alexander-Pope-Volume-2-of-10_43271	unavailable				
Alexander Pope	58845	Index of the Project Gutenberg Works of Alexander Pope	Index-of-the-Project-Gutenberg-Works-of-Alexander-Pope_58845	fetched		34136	ed4d4d7f125acb818d353c22ed160140c0d089386c7cd8d6ff71f79e6e42ad91	58845-0.txt
Alexis de Tocqueville	815	Democracy in America — Volume 1	Democracy-in-America-Volume-1_815	unavailable				
Alexis de Tocqueville	816	Democracy in America — Volume 2	Democracy-in-America-Volume-2_816	unavailable				
Alexis de Tocqueville	8690	American Institutions and Their Influence	American-Institutions-and-Their-Influence_8690	fetched		1269327	23e7d14b7b8b24731dd9fb40965246a6cddbb5e4b2a211ae4e11fe6bbc2a320e	8690.txt
Alexis de Tocqueville	13333	Correspondence & Conversations of Alexis de Tocqueville with Nassau William Senior from 1834 to 1859, Volume 2	Correspondence-Conversations-of-Alexis-de-Tocqueville-with-Nassau-William-Senior-from-1834-to-1859-Volume-2_13333	unavailable				
Alexis de Tocqueville	37892	The Recollections of Alexis de Tocqueville	The-Recollections-of-Alexis-de-Tocqueville_37892	fetched		637431	2e85d6ee68ac578625583e714a63c71cc1c0391e2efe4648c62a9775c00ce5c7	37892-8.txt
Alexis de Tocqueville	54187	The State of Society in France Before the Revolution of 1789	The-State-of-Society-in-France-Before-the-Revolution-of-1789_54187	unavailable				
Alexis de Tocqueville	58644	Index of the Project Gutenberg Works of Alexis de Tocqueville	Index-of-the-Project-Gutenberg-Works-of-Alexis-de-Tocqueville_58644	fetched		66301	88e3e9bc2162d3ba9f14aa112bf207ba3d120b76e9bbcb80d1d0b744052116d6	58644-0.txt
Alfred North Whitehead	18835	The Concept of Nature	The-Concept-of-Nature_18835	unavailable				
Alfred North Whitehead	41568	An Introduction to Mathematics	An-Introduction-to-Mathematics_41568	unavailable				
Alice Morse Earle	8659	Sabbath in Puritan New England	Sabbath-in-Puritan-New-England_8659	fetched		488126	b1f5df0481d81f3347f47450a3a2645b3a05db41c276a7951bd8b3d025f61678	8659-8.txt
Alice Morse Earle	10115	Two Centuries of Costume in America, Volume 1 (1620-1820)	Two-Centuries-of-Costume-in-America-Volume-1-1620-1820_10115	unavailable				
Alice Morse Earle	22675	Home Life in Colonial Days	Home-Life-in-Colonial-Days_22675	fetched		574881	1a3b318d80118cdbe1bef885f95210d7dd1ebfe4c72445b2e2dd858f2f78e47b	22675.txt
Alice Morse Earle	24159	Customs and Fashions in Old New England	Customs-and-Fashions-in-Old-New-England_24159	fetched		606808	68d3ce0e935c1371629abd798607bb3dd5e04a8157072443dff486efe09e2e17	24159-8.txt
Alice Morse Earle	34005	Curious Punishments of Bygone Days	Curious-Punishments-of-Bygone-Days_34005	fetched		178781	63f5b4303ffaff220435b7f19c0d184d7358ab6165fae7bb0ef531082267dc1e	34005-8.txt
Alice Morse Earle	37272	Stage-coach and Tavern Days	Stage-coach-and-Tavern-Days_37272	fetched		655684	64b690dcb8b0193d84729f865b4a18f72bafcab6b80bd70f7f6933cb8cc09d03	37272-8.txt
Alice Morse Earle	39049	Old-Time Gardens, Newly Set Forth	Old-Time-Gardens-Newly-Set-Forth_39049	unavailable				
Alice Morse Earle	43863	Child Life in Colonial Days	Child-Life-in-Colonial-Days_43863	fetched		575132	5542bec0806375eb6efdddcde1b0924240acabfa1ecaa077188c83f2342a04fd	43863.txt
Alphonse de Lamartine	13019	Raphael; Or, Pages of the Book of Life at Twenty	Raphael-Or-Pages-of-the-Book-of-Life-at-Twenty_13019	unavailable				
Alphonse de Lamartine	18094	History of the Girondists, Volume I	History-of-the-Girondists-Volume-I_18094	unavailable				
Alphonse de Lamartine	25339	Atheism Among the People	Atheism-Among-the-People_25339	fetched		72700	c0af7d10211a925ba7cbc7ca481e65ae5e4b942fca4b4bec449130449ee2fec6	25339.txt
Ambrose Bierce	374	Fantastic Fables	Fantastic-Fables_374	fetched		188939	7f2acb7fc6618b017961852f193590803d8f8776fe97a9e0240b148b820b3151	374.txt
Ambrose Bierce	375	An Occurrence at Owl Creek Bridge	An-Occurrence-at-Owl-Creek-Bridge_375	fetched		41487	d536f071eebc293b98cabf240f2e0536a88f7cab5fb9c351c9f6536d4900823a	375.txt
Ambrose Bierce	972	The Devil's Dictionary	The-Devil-s-Dictionary_972	fetched		394044	f61a70f08650fd2b87101cb276b4d6cf12c4714d4bbd0a8a45a27501ffc8fea3	972.txt
Ambrose Bierce	3715	The Parenticide Club	The-Parenticide-Club_3715	fetched		63141	07f21a834344496adf5ea5a71488bc88a95dcd99b4f6ffce727404e6258a542d	3715.txt
Ambrose Bierce	4366	Can Such Things Be?	Can-Such-Things-Be_4366	unavailable				
Ambrose Bierce	4387	Present at a Hanging and Other Ghost Stories	Present-at-a-Hanging-and-Other-Ghost-Stories_4387	unavailable				
Ambrose Bierce	4793	The Fiend's Delight	The-Fiend-s-Delight_4793	fetched		240735	fa99d53786c2673e2e4a128424fdee38b0dff1c94fad95352ccbb6493aa62bea	4793-0.txt
Ambrose Bierce	5661	A Son of the Gods, and A Horseman in the Sky	A-Son-of-the-Gods-and-A-Horseman-in-the-Sky_5661	fetched		54390	0bdeabfc8fce234af0b812baa7f21744c1855860272cdbade35c6ab08689163b	5661-8.txt
Ambrose Bierce	12474	Write It Right: A Little Blacklist of Literary Faults	Write-It-Right-A-Little-Blacklist-of-Literary-Faults_12474	unavailable				
Ambrose Bierce	12658	Shapes of Clay	Shapes-of-Clay_12658	fetched		304620	bc31651d15ca5af0b92a97ba8cd637c0775df455a7a1ca89b833cdd9df05cf60	12658-8.txt
Ambrose Bierce	12793	Cobwebs from an Empty Skull	Cobwebs-from-an-Empty-Skull_12793	fetched		330768	e51a18b243f1f10e954624fc9d34d44f2c3d6ee3cba5251074a5251270fc3e7e	12793-8.txt
Ambrose Bierce	12977	Black Beetles in Amber	Black-Beetles-in-Amber_12977	fetched		298864	2fd9d17bdb25aa914fe752afb419ef54ec32211b8fda6268d4cfff741f0483ef	12977.txt
Ambrose Bierce	13334	The Collected Works of Ambrose Bierce, Volume 02	The-Collected-Works-of-Ambrose-Bierce-Volume-02_13334	unavailable				
Ambrose Bierce	13541	The Collected Works of Ambrose Bierce, Volume 01	The-Collected-Works-of-Ambrose-Bierce-Volume-01_13541	unavailable				
Ambrose Bierce	15599	The Collected Works of Ambrose Bierce, Volume 08	The-Collected-Works-of-Ambrose-Bierce-Volume-08_15599	unavailable				
Ambrose Bierce	16340	A Cynic Looks at Life	A-Cynic-Looks-at-Life_16340	fetched		111376	e43e59a7c4f3d767c0581052b7eaf596c5848385f44457724e8ef3977077a074	16340-8.txt
Ambrose Bierce	22438	The Parenticide Club	The-Parenticide-Club_22438	unavailable				
Ambrose Bierce	23080	The Devil's Dictionary	The-Devil-s-Dictionary_23080	unavailable				
Ambrose Bierce	23081	Present at a Hanging and Other Ghost Stories	Present-at-a-Hanging-and-Other-Ghost-Stories_23081	unavailable				
Ambrose Bierce	23172	The Damned Thing	The-Damned-Thing_23172	unavailable				
Ambrose Bierce	25304	The Shadow On The Dial, and Other Essays	The-Shadow-On-The-Dial-and-Other-Essays_25304	unavailable				
Ambrose Bierce	36218	The Letters of Ambrose Bierce, With a Memoir by George Sterling	The-Letters-of-Ambrose-Bierce-With-a-Memoir-by-George-Sterling_36218	unavailable				
Ambrose Bierce	38602	The Monk and the Hangman's Daughter	The-Monk-and-the-Hangman-s-Daughter_38602	fetched		167156	60d1a450b134e61bd94e02487f339fe483d8eeca2d74ca444d5f4a39b57897b8	38602-0.txt
Ambrose Bierce	43951	The Cynic's Word Book	The-Cynic-s-Word-Book_43951	fetched		224150	9dae0f91875e28cc3b1dfe137efd4939c24bd9de113800eb0e9345989e9f1fd8	43951.txt
Ambrose Bierce	58807	Index of the Project Gutenberg Works of Ambrose Bierce	Index-of-the-Project-Gutenberg-Works-of-Ambrose-Bierce_58807	fetched		33388	8f3d984f9f27f53c8fd1e45d683035d1b9d1677fc5be87db228d947304b21aef	58807-0.txt
Amelia Barr	287	Remember the Alamo	Remember-the-Alamo_287	fetched		487313	608d2f0568d6ff27546abffc5fbf766d07f0467b8c8d6888e963c8bf08b8f622	287-0.txt
Amelia Barr	787	The Man Between: An International Romance	The-Man-Between-An-International-Romance_787	unavailable				
Amelia Barr	5757	The Maid of Maiden Lane	The-Maid-of-Maiden-Lane_5757	fetched		469201	b88215b81a25eda3a2715c5fef81926494ae0693e5722519b8cee99051ecad33	5757.txt
